NameOfProblem	Algo	QI	Counter	Percentage	PercentageII
TS	CellDE	ED	1	0.142857142857143	14.2857142857143
TS	CellDE	PFS	1	0.142857142857143	14.2857142857143
TS	CellDE	C	0	0	0
TS	MOCell	HV	4	0.571428571428571	57.1428571428571
TS	MOCell	IGD	5	0.714285714285714	71.4285714285714
TS	MOCell	EP	1	0.142857142857143	14.2857142857143
TS	MOCell	GD	5	0.714285714285714	71.4285714285714
TS	MOCell	GS	1	0.142857142857143	14.2857142857143
TS	MOCell	ED	5	0.714285714285714	71.4285714285714
TS	MOCell	PFS	1	0.142857142857143	14.2857142857143
TS	MOCell	C	0	0	0
TS	NSGA-II	HV	6	0.857142857142857	85.7142857142857
TS	NSGA-II	IGD	3	0.428571428571429	42.8571428571429
TS	NSGA-II	EP	6	0.857142857142857	85.7142857142857
TS	NSGA-II	GD	3	0.428571428571429	42.8571428571429
TS	NSGA-II	GS	0	0	0
TS	NSGA-II	ED	3	0.428571428571429	42.8571428571429
TS	NSGA-II	PFS	2	0.285714285714286	28.5714285714286
TS	NSGA-II	C	0	0	0
TS	PAES	HV	0	0	0
TS	PAES	IGD	0	0	0
TS	PAES	EP	0	0	0
TS	PAES	GD	0	0	0
TS	PAES	GS	0	0	0
TS	PAES	ED	0	0	0
TS	PAES	PFS	7	1	100
TS	PAES	C	0	0	0
TS	SMPSO	HV	2	0.285714285714286	28.5714285714286
TS	SMPSO	IGD	2	0.285714285714286	28.5714285714286
TS	SMPSO	EP	7	1	100
TS	SMPSO	GD	2	0.285714285714286	28.5714285714286
TS	SMPSO	GS	6	0.857142857142857	85.7142857142857
TS	SMPSO	ED	2	0.285714285714286	28.5714285714286
TS	SMPSO	PFS	0	0	0
TS	SMPSO	C	0	0	0
TS	SPEA2	HV	1	0.142857142857143	14.2857142857143
TS	SPEA2	IGD	4	0.571428571428571	57.1428571428571
TS	SPEA2	EP	1	0.142857142857143	14.2857142857143
TS	SPEA2	GD	4	0.571428571428571	57.1428571428571
TS	SPEA2	GS	4	0.571428571428571	57.1428571428571
TS	SPEA2	ED	4	0.571428571428571	57.1428571428571
TS	SPEA2	PFS	1	0.142857142857143	14.2857142857143
TS	SPEA2	C	0	0	0
TRA	CellDE	HV	2	0.285714285714286	28.5714285714286
TRA	CellDE	IGD	2	0.285714285714286	28.5714285714286
TRA	CellDE	EP	2	0.285714285714286	28.5714285714286
TRA	CellDE	GD	5	0.714285714285714	71.4285714285714
TRA	CellDE	GS	5	0.714285714285714	71.4285714285714
TRA	CellDE	ED	5	0.714285714285714	71.4285714285714
TRA	CellDE	PFS	0	0	0
TRA	CellDE	C	1	0.142857142857143	14.2857142857143
TRA	MOCell	HV	0	0	0
TRA	MOCell	IGD	0	0	0
TRA	MOCell	EP	0	0	0
TRA	MOCell	GD	7	1	100
TRA	MOCell	GS	4	0.571428571428571	57.1428571428571
TRA	MOCell	ED	0	0	0
TRA	MOCell	PFS	4	0.571428571428571	57.1428571428571
TRA	MOCell	C	4	0.571428571428571	57.1428571428571
TRA	NSGA-II	HV	4	0.571428571428571	57.1428571428571
TRA	NSGA-II	IGD	1	0.142857142857143	14.2857142857143
TRA	NSGA-II	EP	4	0.571428571428571	57.1428571428571
TRA	NSGA-II	GD	7	1	100
TRA	NSGA-II	GS	0	0	0
TRA	NSGA-II	ED	1	0.142857142857143	14.2857142857143
TRA	NSGA-II	PFS	4	0.571428571428571	57.1428571428571
TRA	NSGA-II	C	1	0.142857142857143	14.2857142857143
TRA	PAES	HV	0	0	0
TRA	PAES	IGD	4	0.571428571428571	57.1428571428571
TRA	PAES	EP	0	0	0
TRA	PAES	GD	4	0.571428571428571	57.1428571428571
TRA	PAES	GS	7	1	100
TRA	PAES	ED	4	0.571428571428571	57.1428571428571
TRA	PAES	PFS	0	0	0
TRA	PAES	C	0	0	0
TRA	SMPSO	HV	4	0.571428571428571	57.1428571428571
TRA	SMPSO	IGD	4	0.571428571428571	57.1428571428571
TRA	SMPSO	EP	4	0.571428571428571	57.1428571428571
TRA	SMPSO	GD	1	0.142857142857143	14.2857142857143
TRA	SMPSO	GS	1	0.142857142857143	14.2857142857143
TRA	SMPSO	ED	1	0.142857142857143	14.2857142857143
TRA	SMPSO	PFS	0	0	0
TRA	SMPSO	C	4	0.571428571428571	57.1428571428571
TRA	SPEA2	HV	2	0.285714285714286	28.5714285714286
TRA	SPEA2	IGD	2	0.285714285714286	28.5714285714286
TRA	SPEA2	EP	2	0.285714285714286	28.5714285714286
TRA	SPEA2	GD	0	0	0
TRA	SPEA2	GS	2	0.285714285714286	28.5714285714286
TRA	SPEA2	ED	2	0.285714285714286	28.5714285714286
TRA	SPEA2	PFS	1	0.142857142857143	14.2857142857143
TRA	SPEA2	C	7	1	100
RP	CellDE	HV	6	0.857142857142857	85.7142857142857
RP	CellDE	IGD	3	0.428571428571429	42.8571428571429
RP	CellDE	EP	6	0.857142857142857	85.7142857142857
RP	CellDE	GD	3	0.428571428571429	42.8571428571429
RP	CellDE	GS	1	0.142857142857143	14.2857142857143
RP	CellDE	ED	3	0.428571428571429	42.8571428571429
RP	CellDE	PFS	0	0	0
RP	CellDE	C	1	0.142857142857143	14.2857142857143
RP	MOCell	HV	0	0	0
RP	MOCell	IGD	0	0	0
RP	MOCell	EP	0	0	0
RP	MOCell	GD	0	0	0
RP	MOCell	GS	0	0	0
RP	MOCell	ED	0	0	0
RP	MOCell	PFS	0	0	0
RP	MOCell	C	0	0	0
RP	NSGA-II	HV	4	0.571428571428571	57.1428571428571
RP	NSGA-II	IGD	5	0.714285714285714	71.4285714285714
RP	NSGA-II	EP	0	0	0
RP	NSGA-II	GD	5	0.714285714285714	71.4285714285714
RP	NSGA-II	GS	0	0	0
RP	NSGA-II	ED	5	0.714285714285714	71.4285714285714
RP	NSGA-II	PFS	0	0	0
RP	NSGA-II	C	0	0	0
RP	PAES	HV	0	0	0
RP	PAES	IGD	0	0	0
RP	PAES	EP	0	0	0
RP	PAES	GD	6	0.857142857142857	85.7142857142857
RP	PAES	GS	0	0	0
RP	PAES	ED	0	0	0
RP	PAES	PFS	7	1	100
RP	PAES	C	0	0	0
RP	SMPSO	HV	2	0.285714285714286	28.5714285714286
RP	SMPSO	IGD	2	0.285714285714286	28.5714285714286
RP	SMPSO	EP	6	0.857142857142857	85.7142857142857
RP	SMPSO	GD	1	0.142857142857143	14.2857142857143
RP	SMPSO	GS	7	1	100
RP	SMPSO	ED	2	0.285714285714286	28.5714285714286
RP	SMPSO	PFS	0	0	0
RP	SMPSO	C	2	0.285714285714286	28.5714285714286
RP	SPEA2	HV	1	0.142857142857143	14.2857142857143
RP	SPEA2	IGD	1	0.142857142857143	14.2857142857143
RP	SPEA2	EP	1	0.142857142857143	14.2857142857143
RP	SPEA2	GD	6	0.857142857142857	85.7142857142857
RP	SPEA2	GS	1	0.142857142857143	14.2857142857143
RP	SPEA2	ED	1	0.142857142857143	14.2857142857143
RP	SPEA2	PFS	6	0.857142857142857	85.7142857142857
RP	SPEA2	C	0	0	0
TM	CellDE	HV	2	0.285714285714286	28.5714285714286
TM	CellDE	IGD	2	0.285714285714286	28.5714285714286
TM	CellDE	EP	2	0.285714285714286	28.5714285714286
TM	CellDE	GD	2	0.285714285714286	28.5714285714286
TM	CellDE	GS	7	1	100
TM	CellDE	ED	2	0.285714285714286	28.5714285714286
TM	CellDE	PFS	0	0	0
TM	CellDE	C	0	0	0
TM	MOCell	HV	2	0.285714285714286	28.5714285714286
TM	MOCell	IGD	2	0.285714285714286	28.5714285714286
TM	MOCell	EP	2	0.285714285714286	28.5714285714286
TM	MOCell	GD	7	1	100
TM	MOCell	GS	1	0.142857142857143	14.2857142857143
TM	MOCell	ED	2	0.285714285714286	28.5714285714286
TM	MOCell	PFS	2	0.285714285714286	28.5714285714286
TM	MOCell	C	0	0	0
TM	NSGA-II	HV	2	0.285714285714286	28.5714285714286
TM	NSGA-II	IGD	2	0.285714285714286	28.5714285714286
TM	NSGA-II	EP	2	0.285714285714286	28.5714285714286
TM	NSGA-II	GD	2	0.285714285714286	28.5714285714286
TM	NSGA-II	GS	0	0	0
TM	NSGA-II	ED	2	0.285714285714286	28.5714285714286
TM	NSGA-II	PFS	2	0.285714285714286	28.5714285714286
TM	NSGA-II	C	1	0.142857142857143	14.2857142857143
TM	PAES	HV	0	0	0
TM	PAES	IGD	0	0	0
TM	PAES	EP	0	0	0
TM	PAES	GD	0	0	0
TM	PAES	GS	0	0	0
TM	PAES	ED	0	0	0
TM	PAES	PFS	7	1	100
TM	PAES	C	0	0	0
TM	SMPSO	HV	2	0.285714285714286	28.5714285714286
TM	SMPSO	IGD	2	0.285714285714286	28.5714285714286
TM	SMPSO	EP	2	0.285714285714286	28.5714285714286
TM	SMPSO	GD	2	0.285714285714286	28.5714285714286
TM	SMPSO	GS	7	1	100
TM	SMPSO	ED	6	0.857142857142857	85.7142857142857
TM	SMPSO	PFS	0	0	0
TM	SMPSO	C	0	0	0
TM	SPEA2	HV	1	0.142857142857143	14.2857142857143
TM	SPEA2	IGD	4	0.571428571428571	57.1428571428571
TM	SPEA2	EP	1	0.142857142857143	14.2857142857143
TM	SPEA2	GD	4	0.571428571428571	57.1428571428571
TM	SPEA2	GS	0	0	0
TM	SPEA2	ED	4	0.571428571428571	57.1428571428571
TM	SPEA2	PFS	1	0.142857142857143	14.2857142857143
TM	SPEA2	C	4	0.571428571428571	57.1428571428571
TP1	CellDE	HV	5	0.714285714285714	71.4285714285714
TP1	CellDE	IGD	0	0	0
TP1	CellDE	EP	7	1	100
TP1	CellDE	GD	0	0	0
TP1	CellDE	GS	5	0.714285714285714	71.4285714285714
TP1	CellDE	ED	0	0	0
TP1	CellDE	PFS	0	0	0
TP1	CellDE	C	0	0	0
TP1	MOCell	HV	1	0.142857142857143	14.2857142857143
TP1	MOCell	IGD	1	0.142857142857143	14.2857142857143
TP1	MOCell	EP	0	0	0
TP1	MOCell	GD	6	0.857142857142857	85.7142857142857
TP1	MOCell	GS	1	0.142857142857143	14.2857142857143
TP1	MOCell	ED	5	0.714285714285714	71.4285714285714
TP1	MOCell	PFS	1	0.142857142857143	14.2857142857143
TP1	MOCell	C	6	0.857142857142857	85.7142857142857
TP1	NSGA-II	HV	5	0.714285714285714	71.4285714285714
TP1	NSGA-II	IGD	7	1	100
TP1	NSGA-II	EP	5	0.714285714285714	71.4285714285714
TP1	NSGA-II	GD	2	0.285714285714286	28.5714285714286
TP1	NSGA-II	GS	2	0.285714285714286	28.5714285714286
TP1	NSGA-II	ED	2	0.285714285714286	28.5714285714286
TP1	NSGA-II	PFS	0	0	0
TP1	NSGA-II	C	0	0	0
TP1	PAES	HV	0	0	0
TP1	PAES	IGD	3	0.428571428571429	42.8571428571429
TP1	PAES	EP	0	0	0
TP1	PAES	GD	5	0.714285714285714	71.4285714285714
TP1	PAES	GS	0	0	0
TP1	PAES	ED	5	0.714285714285714	71.4285714285714
TP1	PAES	PFS	3	0.428571428571429	42.8571428571429
TP1	PAES	C	5	0.714285714285714	71.4285714285714
TP1	SMPSO	HV	5	0.714285714285714	71.4285714285714
TP1	SMPSO	IGD	4	0.571428571428571	57.1428571428571
TP1	SMPSO	EP	5	0.714285714285714	71.4285714285714
TP1	SMPSO	GD	1	0.142857142857143	14.2857142857143
TP1	SMPSO	GS	5	0.714285714285714	71.4285714285714
TP1	SMPSO	ED	1	0.142857142857143	14.2857142857143
TP1	SMPSO	PFS	3	0.428571428571429	42.8571428571429
TP1	SMPSO	C	0	0	0
TP1	SPEA2	HV	2	0.285714285714286	28.5714285714286
TP1	SPEA2	IGD	2	0.285714285714286	28.5714285714286
TP1	SPEA2	EP	2	0.285714285714286	28.5714285714286
TP1	SPEA2	GD	6	0.857142857142857	85.7142857142857
TP1	SPEA2	GS	6	0.857142857142857	85.7142857142857
TP1	SPEA2	ED	2	0.285714285714286	28.5714285714286
TP1	SPEA2	PFS	0	0	0
TP1	SPEA2	C	0	0	0
TP2_1	CellDE	HV	0	0	0
TP2_1	CellDE	IGD	0	0	0
TP2_1	CellDE	EP	0	0	0
TP2_1	CellDE	GD	0	0	0
TP2_1	CellDE	GS	6	0.857142857142857	85.7142857142857
TP2_1	CellDE	ED	0	0	0
TP2_1	CellDE	PFS	6	0.857142857142857	85.7142857142857
TP2_1	CellDE	C	0	0	0
TP2_1	MOCell	HV	2	0.285714285714286	28.5714285714286
TP2_1	MOCell	IGD	4	0.571428571428571	57.1428571428571
TP2_1	MOCell	EP	4	0.571428571428571	57.1428571428571
TP2_1	MOCell	GD	4	0.571428571428571	57.1428571428571
TP2_1	MOCell	GS	2	0.285714285714286	28.5714285714286
TP2_1	MOCell	ED	4	0.571428571428571	57.1428571428571
TP2_1	MOCell	PFS	0	0	0
TP2_1	MOCell	C	0	0	0
TP2_1	NSGA-II	HV	2	0.285714285714286	28.5714285714286
TP2_1	NSGA-II	IGD	2	0.285714285714286	28.5714285714286
TP2_1	NSGA-II	EP	2	0.285714285714286	28.5714285714286
TP2_1	NSGA-II	GD	2	0.285714285714286	28.5714285714286
TP2_1	NSGA-II	GS	2	0.285714285714286	28.5714285714286
TP2_1	NSGA-II	ED	1	0.142857142857143	14.2857142857143
TP2_1	NSGA-II	PFS	2	0.285714285714286	28.5714285714286
TP2_1	NSGA-II	C	0	0	0
TP2_1	PAES	HV	2	0.285714285714286	28.5714285714286
TP2_1	PAES	IGD	5	0.714285714285714	71.4285714285714
TP2_1	PAES	EP	2	0.285714285714286	28.5714285714286
TP2_1	PAES	GD	5	0.714285714285714	71.4285714285714
TP2_1	PAES	GS	0	0	0
TP2_1	PAES	ED	5	0.714285714285714	71.4285714285714
TP2_1	PAES	PFS	2	0.285714285714286	28.5714285714286
TP2_1	PAES	C	0	0	0
TP2_1	SMPSO	HV	5	0.714285714285714	71.4285714285714
TP2_1	SMPSO	IGD	1	0.142857142857143	14.2857142857143
TP2_1	SMPSO	EP	4	0.571428571428571	57.1428571428571
TP2_1	SMPSO	GD	1	0.142857142857143	14.2857142857143
TP2_1	SMPSO	GS	6	0.857142857142857	85.7142857142857
TP2_1	SMPSO	ED	1	0.142857142857143	14.2857142857143
TP2_1	SMPSO	PFS	6	0.857142857142857	85.7142857142857
TP2_1	SMPSO	C	0	0	0
TP2_1	SPEA2	HV	3	0.428571428571429	42.8571428571429
TP2_1	SPEA2	IGD	5	0.714285714285714	71.4285714285714
TP2_1	SPEA2	EP	3	0.428571428571429	42.8571428571429
TP2_1	SPEA2	GD	5	0.714285714285714	71.4285714285714
TP2_1	SPEA2	GS	0	0	0
TP2_1	SPEA2	ED	5	0.714285714285714	71.4285714285714
TP2_1	SPEA2	PFS	1	0.142857142857143	14.2857142857143
TP2_1	SPEA2	C	1	0.142857142857143	14.2857142857143
TP2_2	CellDE	HV	5	0.714285714285714	71.4285714285714
TP2_2	CellDE	IGD	0	0	0
TP2_2	CellDE	EP	5	0.714285714285714	71.4285714285714
TP2_2	CellDE	GD	0	0	0
TP2_2	CellDE	GS	5	0.714285714285714	71.4285714285714
TP2_2	CellDE	ED	0	0	0
TP2_2	CellDE	PFS	0	0	0
TP2_2	CellDE	C	0	0	0
TP2_2	MOCell	HV	0	0	0
TP2_2	MOCell	IGD	3	0.428571428571429	42.8571428571429
TP2_2	MOCell	EP	0	0	0
TP2_2	MOCell	GD	6	0.857142857142857	85.7142857142857
TP2_2	MOCell	GS	0	0	0
TP2_2	MOCell	ED	6	0.857142857142857	85.7142857142857
TP2_2	MOCell	PFS	3	0.428571428571429	42.8571428571429
TP2_2	MOCell	C	5	0.714285714285714	71.4285714285714
TP2_2	NSGA-II	HV	4	0.571428571428571	57.1428571428571
TP2_2	NSGA-II	IGD	7	1	100
TP2_2	NSGA-II	EP	4	0.571428571428571	57.1428571428571
TP2_2	NSGA-II	GD	1	0.142857142857143	14.2857142857143
TP2_2	NSGA-II	GS	4	0.571428571428571	57.1428571428571
TP2_2	NSGA-II	ED	1	0.142857142857143	14.2857142857143
TP2_2	NSGA-II	PFS	3	0.428571428571429	42.8571428571429
TP2_2	NSGA-II	C	0	0	0
TP2_2	PAES	HV	0	0	0
TP2_2	PAES	IGD	3	0.428571428571429	42.8571428571429
TP2_2	PAES	EP	0	0	0
TP2_2	PAES	GD	6	0.857142857142857	85.7142857142857
TP2_2	PAES	GS	0	0	0
TP2_2	PAES	ED	7	1	100
TP2_2	PAES	PFS	3	0.428571428571429	42.8571428571429
TP2_2	PAES	C	3	0.428571428571429	42.8571428571429
TP2_2	SMPSO	HV	5	0.714285714285714	71.4285714285714
TP2_2	SMPSO	IGD	3	0.428571428571429	42.8571428571429
TP2_2	SMPSO	EP	5	0.714285714285714	71.4285714285714
TP2_2	SMPSO	GD	0	0	0
TP2_2	SMPSO	GS	5	0.714285714285714	71.4285714285714
TP2_2	SMPSO	ED	0	0	0
TP2_2	SMPSO	PFS	3	0.428571428571429	42.8571428571429
TP2_2	SMPSO	C	0	0	0
TP2_2	SPEA2	HV	2	0.285714285714286	28.5714285714286
TP2_2	SPEA2	IGD	2	0.285714285714286	28.5714285714286
TP2_2	SPEA2	EP	2	0.285714285714286	28.5714285714286
TP2_2	SPEA2	GD	7	1	100
TP2_2	SPEA2	GS	2	0.285714285714286	28.5714285714286
TP2_2	SPEA2	ED	1	0.142857142857143	14.2857142857143
TP2_2	SPEA2	PFS	2	0.285714285714286	28.5714285714286
TP2_2	SPEA2	C	0	0	0
TP2_3	CellDE	HV	3	0.428571428571429	42.8571428571429
TP2_3	CellDE	IGD	3	0.428571428571429	42.8571428571429
TP2_3	CellDE	EP	3	0.428571428571429	42.8571428571429
TP2_3	CellDE	GD	0	0	0
TP2_3	CellDE	GS	3	0.428571428571429	42.8571428571429
TP2_3	CellDE	ED	1	0.142857142857143	14.2857142857143
TP2_3	CellDE	PFS	1	0.142857142857143	14.2857142857143
TP2_3	CellDE	C	3	0.428571428571429	42.8571428571429
TP2_3	MOCell	HV	2	0.285714285714286	28.5714285714286
TP2_3	MOCell	IGD	2	0.285714285714286	28.5714285714286
TP2_3	MOCell	EP	2	0.285714285714286	28.5714285714286
TP2_3	MOCell	GD	2	0.285714285714286	28.5714285714286
TP2_3	MOCell	GS	2	0.285714285714286	28.5714285714286
TP2_3	MOCell	ED	2	0.285714285714286	28.5714285714286
TP2_3	MOCell	PFS	0	0	0
TP2_3	MOCell	C	0	0	0
TP2_3	NSGA-II	HV	1	0.142857142857143	14.2857142857143
TP2_3	NSGA-II	IGD	1	0.142857142857143	14.2857142857143
TP2_3	NSGA-II	EP	1	0.142857142857143	14.2857142857143
TP2_3	NSGA-II	GD	7	1	100
TP2_3	NSGA-II	GS	1	0.142857142857143	14.2857142857143
TP2_3	NSGA-II	ED	1	0.142857142857143	14.2857142857143
TP2_3	NSGA-II	PFS	1	0.142857142857143	14.2857142857143
TP2_3	NSGA-II	C	0	0	0
TP2_3	PAES	HV	0	0	0
TP2_3	PAES	IGD	0	0	0
TP2_3	PAES	EP	0	0	0
TP2_3	PAES	GD	0	0	0
TP2_3	PAES	GS	0	0	0
TP2_3	PAES	ED	0	0	0
TP2_3	PAES	PFS	7	1	100
TP2_3	PAES	C	0	0	0
TP2_3	SMPSO	HV	1	0.142857142857143	14.2857142857143
TP2_3	SMPSO	IGD	1	0.142857142857143	14.2857142857143
TP2_3	SMPSO	EP	1	0.142857142857143	14.2857142857143
TP2_3	SMPSO	GD	1	0.142857142857143	14.2857142857143
TP2_3	SMPSO	GS	6	0.857142857142857	85.7142857142857
TP2_3	SMPSO	ED	1	0.142857142857143	14.2857142857143
TP2_3	SMPSO	PFS	7	1	100
TP2_3	SMPSO	C	0	0	0
TP2_3	SPEA2	HV	3	0.428571428571429	42.8571428571429
TP2_3	SPEA2	IGD	4	0.571428571428571	57.1428571428571
TP2_3	SPEA2	EP	4	0.571428571428571	57.1428571428571
TP2_3	SPEA2	GD	4	0.571428571428571	57.1428571428571
TP2_3	SPEA2	GS	1	0.142857142857143	14.2857142857143
TP2_3	SPEA2	ED	4	0.571428571428571	57.1428571428571
TP2_3	SPEA2	PFS	1	0.142857142857143	14.2857142857143
TP2_3	SPEA2	C	0	0	0
RM	MOCell	HV	4	0.571428571428571	57.1428571428571
RM	MOCell	IGD	4	0.571428571428571	57.1428571428571
RM	MOCell	EP	4	0.571428571428571	57.1428571428571
RM	MOCell	GD	1	0.142857142857143	14.2857142857143
RM	MOCell	GS	4	0.571428571428571	57.1428571428571
RM	MOCell	ED	0	0	0
RM	MOCell	PFS	1	0.142857142857143	14.2857142857143
RM	MOCell	C	1	0.142857142857143	14.2857142857143
RM	NSGA-II	HV	1	0.142857142857143	14.2857142857143
RM	NSGA-II	IGD	1	0.142857142857143	14.2857142857143
RM	NSGA-II	EP	1	0.142857142857143	14.2857142857143
RM	NSGA-II	GD	7	1	100
RM	NSGA-II	GS	1	0.142857142857143	14.2857142857143
RM	NSGA-II	ED	0	0	0
RM	NSGA-II	PFS	1	0.142857142857143	14.2857142857143
RM	NSGA-II	C	1	0.142857142857143	14.2857142857143
RM	PAES	HV	3	0.428571428571429	42.8571428571429
RM	PAES	IGD	3	0.428571428571429	42.8571428571429
RM	PAES	EP	0	0	0
RM	PAES	GD	3	0.428571428571429	42.8571428571429
RM	PAES	GS	0	0	0
RM	PAES	ED	3	0.428571428571429	42.8571428571429
RM	PAES	PFS	0	0	0
RM	PAES	C	3	0.428571428571429	42.8571428571429
RM	SMPSO	HV	0	0	0
RM	SMPSO	IGD	0	0	0
RM	SMPSO	EP	6	0.857142857142857	85.7142857142857
RM	SMPSO	GD	0	0	0
RM	SMPSO	GS	6	0.857142857142857	85.7142857142857
RM	SMPSO	ED	0	0	0
RM	SMPSO	PFS	0	0	0
RM	SMPSO	C	0	0	0
RM	SPEA2	HV	2	0.285714285714286	28.5714285714286
RM	SPEA2	IGD	2	0.285714285714286	28.5714285714286
RM	SPEA2	EP	2	0.285714285714286	28.5714285714286
RM	SPEA2	GD	2	0.285714285714286	28.5714285714286
RM	SPEA2	GS	2	0.285714285714286	28.5714285714286
RM	SPEA2	ED	0	0	0
RM	SPEA2	PFS	1	0.142857142857143	14.2857142857143
RM	SPEA2	C	2	0.285714285714286	28.5714285714286
ITO	CellDE	HV	3	0.428571428571429	42.8571428571429
ITO	CellDE	IGD	3	0.428571428571429	42.8571428571429
ITO	CellDE	EP	3	0.428571428571429	42.8571428571429
ITO	CellDE	GD	3	0.428571428571429	42.8571428571429
ITO	CellDE	GS	1	0.142857142857143	14.2857142857143
ITO	CellDE	ED	3	0.428571428571429	42.8571428571429
ITO	CellDE	PFS	1	0.142857142857143	14.2857142857143
ITO	CellDE	C	0	0	0
ITO	MOCell	HV	2	0.285714285714286	28.5714285714286
ITO	MOCell	IGD	2	0.285714285714286	28.5714285714286
ITO	MOCell	EP	2	0.285714285714286	28.5714285714286
ITO	MOCell	GD	2	0.285714285714286	28.5714285714286
ITO	MOCell	GS	2	0.285714285714286	28.5714285714286
ITO	MOCell	ED	2	0.285714285714286	28.5714285714286
ITO	MOCell	PFS	0	0	0
ITO	MOCell	C	0	0	0
ITO	NSGA-II	HV	0	0	0
ITO	NSGA-II	IGD	0	0	0
ITO	NSGA-II	EP	0	0	0
ITO	NSGA-II	GD	0	0	0
ITO	NSGA-II	GS	0	0	0
ITO	NSGA-II	ED	7	1	100
ITO	NSGA-II	PFS	0	0	0
ITO	NSGA-II	C	0	0	0
ITO	PAES	HV	0	0	0
ITO	PAES	IGD	0	0	0
ITO	PAES	EP	0	0	0
ITO	PAES	GD	0	0	0
ITO	PAES	GS	0	0	0
ITO	PAES	ED	0	0	0
ITO	PAES	PFS	7	1	100
ITO	PAES	C	0	0	0
ITO	SMPSO	HV	2	0.285714285714286	28.5714285714286
ITO	SMPSO	IGD	5	0.714285714285714	71.4285714285714
ITO	SMPSO	EP	5	0.714285714285714	71.4285714285714
ITO	SMPSO	GD	2	0.285714285714286	28.5714285714286
ITO	SMPSO	GS	5	0.714285714285714	71.4285714285714
ITO	SMPSO	ED	2	0.285714285714286	28.5714285714286
ITO	SMPSO	PFS	0	0	0
ITO	SMPSO	C	0	0	0
ITO	SPEA2	HV	0	0	0
ITO	SPEA2	IGD	0	0	0
ITO	SPEA2	EP	0	0	0
ITO	SPEA2	GD	0	0	0
ITO	SPEA2	GS	0	0	0
ITO	SPEA2	ED	0	0	0
ITO	SPEA2	PFS	0	0	0
ITO	SPEA2	C	0	0	0
UT1	CellDE	HV	7	1	100
UT1	CellDE	IGD	0	0	0
UT1	CellDE	EP	0	0	0
UT1	CellDE	GD	0	0	0
UT1	CellDE	GS	0	0	0
UT1	CellDE	ED	0	0	0
UT1	CellDE	PFS	0	0	0
UT1	CellDE	C	0	0	0
UT1	MOCell	HV	7	1	100
UT1	MOCell	IGD	0	0	0
UT1	MOCell	EP	0	0	0
UT1	MOCell	GD	0	0	0
UT1	MOCell	GS	0	0	0
UT1	MOCell	ED	0	0	0
UT1	MOCell	PFS	0	0	0
UT1	MOCell	C	0	0	0
