NameOfProblem	Algo	QI	Counter	Percentage	PercentageII
TP2_3	MOCell	GS	2	0.285714285714286	28.5714285714286
TP2_3	MOCell	ED	2	0.285714285714286	28.5714285714286
TP2_3	MOCell	PFS	0	0	0
TP2_3	MOCell	C	0	0	0
RM	MOCell	HV	4	0.571428571428571	57.1428571428571
RM	MOCell	IGD	4	0.571428571428571	57.1428571428571
RM	MOCell	EP	4	0.571428571428571	57.1428571428571
RM	MOCell	GD	1	0.142857142857143	14.2857142857143
RM	MOCell	GS	4	0.571428571428571	57.1428571428571
RM	MOCell	ED	0	0	0
RM	MOCell	PFS	1	0.142857142857143	14.2857142857143
RM	MOCell	C	1	0.142857142857143	14.2857142857143
ITO	MOCell	HV	2	0.285714285714286	28.5714285714286
ITO	MOCell	IGD	2	0.285714285714286	28.5714285714286
ITO	MOCell	EP	2	0.285714285714286	28.5714285714286
ITO	MOCell	GD	2	0.285714285714286	28.5714285714286
ITO	MOCell	GS	2	0.285714285714286	28.5714285714286
ITO	MOCell	ED	2	0.285714285714286	28.5714285714286
ITO	MOCell	PFS	0	0	0
ITO	MOCell	C	0	0	0
UT1	MOCell	HV	0	0	0
UT1	MOCell	IGD	0	0	0
UT1	MOCell	EP	6	0.857142857142857	85.7142857142857
UT1	MOCell	GD	0	0	0
UT1	MOCell	GS	0	0	0
UT1	MOCell	ED	7	1	100
UT1	MOCell	PFS	0	0	0
UT1	MOCell	C	0	0	0
UT2	MOCell	HV	0	0	0
UT2	MOCell	IGD	0	0	0
UT2	MOCell	EP	0	0	0
UT2	MOCell	GD	0	0	0
UT2	MOCell	GS	0	0	0
UT2	MOCell	ED	0	0	0
UT2	MOCell	PFS	0	0	0
UT2	MOCell	C	0	0	0
UT3	MOCell	HV	0	0	0
UT3	MOCell	IGD	0	0	0
UT3	MOCell	EP	0	0	0
UT3	MOCell	GD	0	0	0
UT3	MOCell	GS	0	0	0
UT3	MOCell	ED	7	1	100
UT3	MOCell	PFS	0	0	0
UT3	MOCell	C	0	0	0
UT4	MOCell	HV	0	0	0
UT4	MOCell	IGD	0	0	0
UT4	MOCell	EP	0	0	0
UT4	MOCell	GD	0	0	0
UT4	MOCell	GS	0	0	0
UT4	MOCell	ED	0	0	0
UT4	MOCell	PFS	0	0	0
UT4	MOCell	C	0	0	0
RALIC	MOCell	HV	5	0.714285714285714	71.4285714285714
RALIC	MOCell	IGD	5	0.714285714285714	71.4285714285714
RALIC	MOCell	EP	2	0.285714285714286	28.5714285714286
RALIC	MOCell	GD	2	0.285714285714286	28.5714285714286
RALIC	MOCell	GS	2	0.285714285714286	28.5714285714286
RALIC	MOCell	ED	5	0.714285714285714	71.4285714285714
RALIC	MOCell	PFS	1	0.142857142857143	14.2857142857143
RALIC	MOCell	C	0	0	0
WORD	MOCell	HV	5	0.714285714285714	71.4285714285714
WORD	MOCell	IGD	2	0.285714285714286	28.5714285714286
WORD	MOCell	EP	2	0.285714285714286	28.5714285714286
WORD	MOCell	GD	2	0.285714285714286	28.5714285714286
WORD	MOCell	GS	5	0.714285714285714	71.4285714285714
WORD	MOCell	ED	5	0.714285714285714	71.4285714285714
WORD	MOCell	PFS	0	0	0
WORD	MOCell	C	0	0	0
NRL	MOCell	HV	3	0.428571428571429	42.8571428571429
NRL	MOCell	IGD	3	0.428571428571429	42.8571428571429
NRL	MOCell	EP	3	0.428571428571429	42.8571428571429
NRL	MOCell	GD	0	0	0
NRL	MOCell	GS	7	1	100
NRL	MOCell	ED	3	0.428571428571429	42.8571428571429
NRL	MOCell	PFS	0	0	0
NRL	MOCell	C	0	0	0
