NameOfProblem	Algo	QI	Counter	Percentage	PercentageII
TP2_3	MOCELL	EP	2	0.285714285714286	28.5714285714286
TP2_3	MOCELL	GD	2	0.285714285714286	28.5714285714286
TP2_3	MOCELL	GS	2	0.285714285714286	28.5714285714286
TP2_3	MOCELL	ED	2	0.285714285714286	28.5714285714286
TP2_3	MOCELL	PFS	0	0	0
TP2_3	MOCELL	C	0	0	0
RM	MOCELL	HV	4	0.571428571428571	57.1428571428571
RM	MOCELL	IGD	4	0.571428571428571	57.1428571428571
RM	MOCELL	EP	4	0.571428571428571	57.1428571428571
RM	MOCELL	GD	1	0.142857142857143	14.2857142857143
RM	MOCELL	GS	4	0.571428571428571	57.1428571428571
RM	MOCELL	ED	0	0	0
RM	MOCELL	PFS	1	0.142857142857143	14.2857142857143
RM	MOCELL	C	1	0.142857142857143	14.2857142857143
ITO	MOCELL	HV	2	0.285714285714286	28.5714285714286
ITO	MOCELL	IGD	2	0.285714285714286	28.5714285714286
ITO	MOCELL	EP	2	0.285714285714286	28.5714285714286
ITO	MOCELL	GD	2	0.285714285714286	28.5714285714286
ITO	MOCELL	GS	2	0.285714285714286	28.5714285714286
ITO	MOCELL	ED	2	0.285714285714286	28.5714285714286
ITO	MOCELL	PFS	0	0	0
ITO	MOCELL	C	0	0	0
UT1	MOCELL	HV	7	1	100
UT1	MOCELL	IGD	0	0	0
UT1	MOCELL	EP	0	0	0
UT1	MOCELL	GD	0	0	0
UT1	MOCELL	GS	0	0	0
UT1	MOCELL	ED	0	0	0
UT1	MOCELL	PFS	0	0	0
UT1	MOCELL	C	0	0	0
UT2	MOCELL	HV	0	0	0
UT2	MOCELL	IGD	0	0	0
UT2	MOCELL	EP	0	0	0
UT2	MOCELL	GD	0	0	0
UT2	MOCELL	GS	7	1	100
UT2	MOCELL	ED	0	0	0
UT2	MOCELL	PFS	0	0	0
UT2	MOCELL	C	0	0	0
UT3	MOCELL	HV	6	0.857142857142857	85.7142857142857
UT3	MOCELL	IGD	0	0	0
UT3	MOCELL	EP	0	0	0
UT3	MOCELL	GD	0	0	0
UT3	MOCELL	GS	0	0	0
UT3	MOCELL	ED	7	1	100
UT3	MOCELL	PFS	0	0	0
UT3	MOCELL	C	0	0	0
UT4	MOCELL	HV	0	0	0
UT4	MOCELL	IGD	0	0	0
UT4	MOCELL	EP	0	0	0
UT4	MOCELL	GD	0	0	0
UT4	MOCELL	GS	7	1	100
UT4	MOCELL	ED	0	0	0
UT4	MOCELL	PFS	0	0	0
UT4	MOCELL	C	0	0	0
RALIC	MOCELL	HV	7	1	100
RALIC	MOCELL	IGD	0	0	0
RALIC	MOCELL	EP	0	0	0
RALIC	MOCELL	GD	0	0	0
RALIC	MOCELL	GS	5	0.714285714285714	71.4285714285714
RALIC	MOCELL	ED	0	0	0
RALIC	MOCELL	PFS	5	0.714285714285714	71.4285714285714
RALIC	MOCELL	C	0	0	0
WORD	MOCELL	HV	5	0.714285714285714	71.4285714285714
WORD	MOCELL	IGD	0	0	0
WORD	MOCELL	EP	0	0	0
WORD	MOCELL	GD	5	0.714285714285714	71.4285714285714
WORD	MOCELL	GS	5	0.714285714285714	71.4285714285714
WORD	MOCELL	ED	0	0	0
WORD	MOCELL	PFS	0	0	0
WORD	MOCELL	C	0	0	0
NRL	MOCELL	HV	3	0.428571428571429	42.8571428571429
NRL	MOCELL	IGD	3	0.428571428571429	42.8571428571429
NRL	MOCELL	EP	3	0.428571428571429	42.8571428571429
NRL	MOCELL	GD	7	1	100
NRL	MOCELL	GS	3	0.428571428571429	42.8571428571429
NRL	MOCELL	ED	0	0	0
NRL	MOCELL	PFS	0	0	0
NRL	MOCELL	C	0	0	0
