NameOfProblem	Algo	QI	Counter	Percentage	PercentageII
TP2_1	NSGA-II	GD	2	0.285714285714286	28.5714285714286
TP2_1	NSGA-II	GS	2	0.285714285714286	28.5714285714286
TP2_1	NSGA-II	ED	1	0.142857142857143	14.2857142857143
TP2_1	NSGA-II	PFS	2	0.285714285714286	28.5714285714286
TP2_1	NSGA-II	C	0	0	0
TP2_2	NSGA-II	HV	4	0.571428571428571	57.1428571428571
TP2_2	NSGA-II	IGD	7	1	100
TP2_2	NSGA-II	EP	4	0.571428571428571	57.1428571428571
TP2_2	NSGA-II	GD	1	0.142857142857143	14.2857142857143
TP2_2	NSGA-II	GS	4	0.571428571428571	57.1428571428571
TP2_2	NSGA-II	ED	1	0.142857142857143	14.2857142857143
TP2_2	NSGA-II	PFS	3	0.428571428571429	42.8571428571429
TP2_2	NSGA-II	C	0	0	0
TP2_3	NSGA-II	HV	1	0.142857142857143	14.2857142857143
TP2_3	NSGA-II	IGD	1	0.142857142857143	14.2857142857143
TP2_3	NSGA-II	EP	1	0.142857142857143	14.2857142857143
TP2_3	NSGA-II	GD	7	1	100
TP2_3	NSGA-II	GS	1	0.142857142857143	14.2857142857143
TP2_3	NSGA-II	ED	1	0.142857142857143	14.2857142857143
TP2_3	NSGA-II	PFS	1	0.142857142857143	14.2857142857143
TP2_3	NSGA-II	C	0	0	0
RM	NSGA-II	HV	1	0.142857142857143	14.2857142857143
RM	NSGA-II	IGD	1	0.142857142857143	14.2857142857143
RM	NSGA-II	EP	1	0.142857142857143	14.2857142857143
RM	NSGA-II	GD	7	1	100
RM	NSGA-II	GS	1	0.142857142857143	14.2857142857143
RM	NSGA-II	ED	0	0	0
RM	NSGA-II	PFS	1	0.142857142857143	14.2857142857143
RM	NSGA-II	C	1	0.142857142857143	14.2857142857143
ITO	NSGA-II	HV	0	0	0
ITO	NSGA-II	IGD	0	0	0
ITO	NSGA-II	EP	0	0	0
ITO	NSGA-II	GD	0	0	0
ITO	NSGA-II	GS	0	0	0
ITO	NSGA-II	ED	7	1	100
ITO	NSGA-II	PFS	0	0	0
ITO	NSGA-II	C	0	0	0
UT1	NSGA-II	HV	5	0.714285714285714	71.4285714285714
UT1	NSGA-II	IGD	0	0	0
UT1	NSGA-II	EP	0	0	0
UT1	NSGA-II	GD	0	0	0
UT1	NSGA-II	GS	0	0	0
UT1	NSGA-II	ED	6	0.857142857142857	85.7142857142857
UT1	NSGA-II	PFS	6	0.857142857142857	85.7142857142857
UT1	NSGA-II	C	0	0	0
UT2	NSGA-II	HV	0	0	0
UT2	NSGA-II	IGD	0	0	0
UT2	NSGA-II	EP	0	0	0
UT2	NSGA-II	GD	0	0	0
UT2	NSGA-II	GS	6	0.857142857142857	85.7142857142857
UT2	NSGA-II	ED	0	0	0
UT2	NSGA-II	PFS	7	1	100
UT2	NSGA-II	C	0	0	0
UT3	NSGA-II	HV	5	0.714285714285714	71.4285714285714
UT3	NSGA-II	IGD	0	0	0
UT3	NSGA-II	EP	0	0	0
UT3	NSGA-II	GD	0	0	0
UT3	NSGA-II	GS	0	0	0
UT3	NSGA-II	ED	6	0.857142857142857	85.7142857142857
UT3	NSGA-II	PFS	7	1	100
UT3	NSGA-II	C	0	0	0
UT4	NSGA-II	HV	0	0	0
UT4	NSGA-II	IGD	0	0	0
UT4	NSGA-II	EP	0	0	0
UT4	NSGA-II	GD	0	0	0
UT4	NSGA-II	GS	6	0.857142857142857	85.7142857142857
UT4	NSGA-II	ED	0	0	0
UT4	NSGA-II	PFS	7	1	100
UT4	NSGA-II	C	0	0	0
RALIC	NSGA-II	HV	0	0	0
RALIC	NSGA-II	IGD	4	0.571428571428571	57.1428571428571
RALIC	NSGA-II	EP	4	0.571428571428571	57.1428571428571
RALIC	NSGA-II	GD	4	0.571428571428571	57.1428571428571
RALIC	NSGA-II	GS	2	0.285714285714286	28.5714285714286
RALIC	NSGA-II	ED	4	0.571428571428571	57.1428571428571
RALIC	NSGA-II	PFS	2	0.285714285714286	28.5714285714286
RALIC	NSGA-II	C	0	0	0
WORD	NSGA-II	HV	2	0.285714285714286	28.5714285714286
WORD	NSGA-II	IGD	7	1	100
WORD	NSGA-II	EP	4	0.571428571428571	57.1428571428571
WORD	NSGA-II	GD	4	0.571428571428571	57.1428571428571
WORD	NSGA-II	GS	2	0.285714285714286	28.5714285714286
WORD	NSGA-II	ED	4	0.571428571428571	57.1428571428571
WORD	NSGA-II	PFS	0	0	0
WORD	NSGA-II	C	0	0	0
NRL	NSGA-II	HV	5	0.714285714285714	71.4285714285714
NRL	NSGA-II	IGD	5	0.714285714285714	71.4285714285714
NRL	NSGA-II	EP	2	0.285714285714286	28.5714285714286
NRL	NSGA-II	GD	2	0.285714285714286	28.5714285714286
NRL	NSGA-II	GS	5	0.714285714285714	71.4285714285714
NRL	NSGA-II	ED	0	0	0
NRL	NSGA-II	PFS	2	0.285714285714286	28.5714285714286
NRL	NSGA-II	C	0	0	0
